Schulnummer;Kurzbezeichnung;Bezirksregierung;Kreis;Gemeinde;Sozialindexstufe
112318;Köln, GG Anna-Langohr;BR Köln;Stadt Köln;Köln;6
112320;Köln, GG Loreleystr.;BR Köln;Stadt Köln;Köln;1
112331;Köln, GG Lohmarer Straße;BR Köln;Stadt Köln;Köln;8
112343;Köln, GG Lindenbornschule;BR Köln;Stadt Köln;Köln;2
112355;Köln, GG Poller Hauptstraße;BR Köln;Stadt Köln;Köln;3
112367;Köln, GG Weimarer Str.;BR Köln;Stadt Köln;Köln;8
112379;Köln, GG Mathilde-von-Mevissen;BR Köln;Stadt Köln;Köln;1
112380;Köln, GG Gotenring;BR Köln;Stadt Köln;Köln;4
112409;Köln, GG Rosenzweigweg;BR Köln;Stadt Köln;Köln;3
112410;Köln, GG Lustheider Straße;BR Köln;Stadt Köln;Köln;7
112422;Köln, GG Braunsfeld;BR Köln;Stadt Köln;Köln;5
112434;Köln, GG An den Kaulen;BR Köln;Stadt Köln;Köln;4
112446;Köln, GG Von-Bodelschwingh-Str.;BR Köln;Stadt Köln;Köln;9
112458;Köln, GG Berrenratherstr.;BR Köln;Stadt Köln;Köln;2
112460;Köln, GG (Verb.) Köln-Flittard;BR Köln;Stadt Köln;Köln;4
112471;Köln, GG Nußbaumerstraße;BR Köln;Stadt Köln;Köln;2
112483;Köln, GG Regenbogenschule;BR Köln;Stadt Köln;Köln;2
112495;Köln, GG Mülheimer Freiheit;BR Köln;Stadt Köln;Köln;6
112501;Köln, GG Garthestraße;BR Köln;Stadt Köln;Köln;5
112513;Köln, GG (Verb.) Spoerkelhof;BR Köln;Stadt Köln;Köln;3
112525;Köln, GG Europaring;BR Köln;Stadt Köln;Köln;9
112537;Köln, GG Florianschule;BR Köln;Stadt Köln;Köln;5
112549;Köln, GG Heinzelmännchen-Schule;BR Köln;Stadt Köln;Köln;6
112562;Köln, GG (Verb.) Johannesschule;BR Köln;Stadt Köln;Köln;5
112574;Köln, GG Schule Kunterbunt;BR Köln;Stadt Köln;Köln;4
112586;Köln, GG Pfälzer Str.;BR Köln;Stadt Köln;Köln;2
112604;Köln, GG Nibelungenstr.;BR Köln;Stadt Köln;Köln;4
112616;Köln, GG (Verb.) Ricarda-Huch-Straße;BR Köln;Stadt Köln;Köln;6
112628;Kerpen, GG Albert-Schweitzer-Schule;BR Köln;Rhein-Erft-Kreis;Kerpen;5
112630;Frechen, GG Grefrath;BR Köln;Rhein-Erft-Kreis;Frechen;2
112641;Bedburg, GG Anton-Heinen;BR Köln;Rhein-Erft-Kreis;Bedburg;4
112653;Bedburg, GG Wilhelm-Busch;BR Köln;Rhein-Erft-Kreis;Bedburg;3
112677;Bergheim, GG Grundschulv. Bergheim-Mitte;BR Köln;Rhein-Erft-Kreis;Bergheim;5
112690;Bergheim, KG Carl-Sonnenschein;BR Köln;Rhein-Erft-Kreis;Bergheim;3
112720;Bergheim, GG Rochusschule;BR Köln;Rhein-Erft-Kreis;Bergheim;1
112732;Bergheim,KG Barbaraschule;BR Köln;Rhein-Erft-Kreis;Bergheim;6
112744;Bergheim, GG Fortunaschule;BR Köln;Rhein-Erft-Kreis;Bergheim;4
112768;Bergheim, GG am Tierpark;BR Köln;Rhein-Erft-Kreis;Bergheim;6
112770;Kerpen, GG Buir;BR Köln;Rhein-Erft-Kreis;Kerpen;2
112793;Elsdorf, KG Jahnstraße;BR Köln;Rhein-Erft-Kreis;Elsdorf;4
112800;Elsdorf, GG Erich Kästner;BR Köln;Rhein-Erft-Kreis;Elsdorf;2
112811;Bergheim, GG am Schwarzwasser;BR Köln;Rhein-Erft-Kreis;Bergheim;5
112823;Elsdorf, GG Berrendorf;BR Köln;Rhein-Erft-Kreis;Elsdorf;2
112847;Kerpen, GG Clemens;BR Köln;Rhein-Erft-Kreis;Kerpen;5
112859;Kerpen, GG Ulrichschule;BR Köln;Rhein-Erft-Kreis;Kerpen;3
112860;Kerpen, KG St. Elisabeth;BR Köln;Rhein-Erft-Kreis;Kerpen;2
112872;Kerpen, EG Kölner Str.;BR Köln;Rhein-Erft-Kreis;Kerpen;3
112884;Kerpen, KG Theodor-Heuss;BR Köln;Rhein-Erft-Kreis;Kerpen;4
112896;Kerpen, KG Albertus-Magnus;BR Köln;Rhein-Erft-Kreis;Kerpen;9
112902;Bedburg, KG Martinusschule;BR Köln;Rhein-Erft-Kreis;Bedburg;3
112926;Bedburg, GG Geschwister-Stern;BR Köln;Rhein-Erft-Kreis;Bedburg;2
112938;Erftstadt, GG Donatus;BR Köln;Rhein-Erft-Kreis;Erftstadt;4
112951;Erftstadt, GG St. Barbara-Concordia;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
112963;Erftstadt, GG Erich Kästner;BR Köln;Rhein-Erft-Kreis;Erftstadt;3
112975;Erftstadt, GG Nord;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
112987;Erftstadt, GG Janusz-Korczak;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
112999;Erftstadt, GG Gymnich;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
113001;Erftstadt, GG Südschule;BR Köln;Rhein-Erft-Kreis;Erftstadt;2
113025;Euskirchen, KG(Verb) Stotzheim/Kirchheim;BR Köln;Kreis Euskirchen;Euskirchen;2
113037;Euskirchen, GG Kuchenheim;BR Köln;Kreis Euskirchen;Euskirchen;2
113050;Euskirchen, GG Großbüllesheim;BR Köln;Kreis Euskirchen;Euskirchen;2
113062;Euskirchen, GG Flamersheim;BR Köln;Kreis Euskirchen;Euskirchen;1
113074;Euskirchen, GG Veybachschule Wißkirchen;BR Köln;Kreis Euskirchen;Euskirchen;1
113104;Euskirchen, GG Hermann-Josef-Schule;BR Köln;Kreis Euskirchen;Euskirchen;6
113116;Euskirchen, KG Franziskusschule;BR Köln;Kreis Euskirchen;Euskirchen;3
113128;Euskirchen, EG Paul-Gerhardt-Schule;BR Köln;Kreis Euskirchen;Euskirchen;4
113130;Bad Münstereifel, GG Markt;BR Köln;Kreis Euskirchen;Bad Münstereifel;3
113141;Bad Münstereifel, KG (Verb.) Höhengebiet;BR Köln;Kreis Euskirchen;Bad Münstereifel;2
113153;Bad Münstereifel, KG Arloff;BR Köln;Kreis Euskirchen;Bad Münstereifel;1
113177;Weilerswist, GG (Verb.) Erft-Swist;BR Köln;Kreis Euskirchen;Weilerswist;4
113189;Weilerswist, KG Johann-Hugo-von-Orsbeck;BR Köln;Kreis Euskirchen;Weilerswist;2
113207;Weilerswist, GG Johannes-Vincken;BR Köln;Kreis Euskirchen;Weilerswist;3
113219;Zülpich, KG Sinzenich;BR Köln;Kreis Euskirchen;Zülpich;2
113220;Zülpich, GG Wichterich;BR Köln;Kreis Euskirchen;Zülpich;1
113232;Zülpich, KG Ülpenich;BR Köln;Kreis Euskirchen;Zülpich;2
113244;Zülpich, KG Chlodwig-Schule;BR Köln;Kreis Euskirchen;Zülpich;3
113293;Blankenheim, GG (Verb.) Dörfer Weg;BR Köln;Kreis Euskirchen;Blankenheim;3
113311;Dahlem, KG Schulstr.;BR Köln;Kreis Euskirchen;Dahlem;2
113347;Hellenthal, GG (Verb.) Hellenthal;BR Köln;Kreis Euskirchen;Hellenthal;2
113372;Kall, GG Auelstr.;BR Köln;Kreis Euskirchen;Kall;2
113396;Kall, GG Sistig;BR Köln;Kreis Euskirchen;Kall;1
113426;Mechernich, KG Feytalstr.;BR Köln;Kreis Euskirchen;Mechernich;3
113438;Mechernich, KG Am Bleiberg;BR Köln;Kreis Euskirchen;Mechernich;2
113451;Mechernich, KG Kommern;BR Köln;Kreis Euskirchen;Mechernich;2
113475;Nettersheim, GG (Verb.) Nettersheim;BR Köln;Kreis Euskirchen;Nettersheim;2
113505;Schleiden, KG Am Mühlenberg;BR Köln;Kreis Euskirchen;Schleiden;3
113517;Schleiden, KG (Verb.) Gemünd;BR Köln;Kreis Euskirchen;Schleiden;2
113529;Brühl, KG St. Franziskus;BR Köln;Rhein-Erft-Kreis;Brühl;4
113554;Brühl, KG Barbara;BR Köln;Rhein-Erft-Kreis;Brühl;3
113566;Brühl, KG Pingsdorf;BR Köln;Rhein-Erft-Kreis;Brühl;3
113578;Brühl, GG Badorf;BR Köln;Rhein-Erft-Kreis;Brühl;3
113591;Brühl, GG Martin-Luther;BR Köln;Rhein-Erft-Kreis;Brühl;6
113610;Frechen, KG Edith-Stein-Schule;BR Köln;Rhein-Erft-Kreis;Frechen;4
113621;Frechen, KG Mauritusschule;BR Köln;Rhein-Erft-Kreis;Frechen;2
113633;Frechen, GG Burg;BR Köln;Rhein-Erft-Kreis;Frechen;7
113645;Frechen, GG Ringschule;BR Köln;Rhein-Erft-Kreis;Frechen;6
113657;Frechen, GG Lindenschule;BR Köln;Rhein-Erft-Kreis;Frechen;3
113669;Pulheim, GG Richeza;BR Köln;Rhein-Erft-Kreis;Pulheim;2
113670;Pulheim, GG Wolfhelm;BR Köln;Rhein-Erft-Kreis;Pulheim;2
113682;Pulheim, GG Sinthern/Geyen;BR Köln;Rhein-Erft-Kreis;Pulheim;2
113694;Köln, KG Pater-Delp-Schule;BR Köln;Stadt Köln;Köln;1
113736;Hürth, KG Deutschherren;BR Köln;Rhein-Erft-Kreis;Hürth;6
113748;Hürth, GG Kendenich;BR Köln;Rhein-Erft-Kreis;Hürth;2
113750;Hürth, KG Martinusschule;BR Köln;Rhein-Erft-Kreis;Hürth;3
113761;Hürth, GG Brüder-Grimm;BR Köln;Rhein-Erft-Kreis;Hürth;3
113773;Hürth, GG Geschwister-Scholl;BR Köln;Rhein-Erft-Kreis;Hürth;2
113785;Hürth, GG Am Clementinenhof;BR Köln;Rhein-Erft-Kreis;Hürth;4
113797;Hürth, GG Carl-Orff;BR Köln;Rhein-Erft-Kreis;Hürth;4
113803;Hürth, KG Wendelinusschule (Berrenrath);BR Köln;Rhein-Erft-Kreis;Hürth;2
113815;Hürth, KG Don Bosco-Schule;BR Köln;Rhein-Erft-Kreis;Hürth;2
113827;Hürth, EG Bodelschwinghschule;BR Köln;Rhein-Erft-Kreis;Hürth;3
113839;Köln, GG Johanniter;BR Köln;Stadt Köln;Köln;1
113840;Köln, GG Albert-Schweitzer (Weiden);BR Köln;Stadt Köln;Köln;4
113852;Frechen, GG Johannesschule;BR Köln;Rhein-Erft-Kreis;Frechen;2
113864;Köln, GG Ildefons-Herwegen-Schule;BR Köln;Stadt Köln;Köln;2
113888;Köln, GG Albert-Schweitzer (Weiß);BR Köln;Stadt Köln;Köln;2
113890;Köln, GG Anne-Frank-Schule;BR Köln;Stadt Köln;Köln;4
113906;Köln, EG EMAnuel-Schule;BR Köln;Stadt Köln;Köln;2
113918;Köln, GG Brüder-Grimm;BR Köln;Stadt Köln;Köln;2
113920;Köln, GG Godorfer Hauptstr.;BR Köln;Stadt Köln;Köln;5
113943;Köln, GG (Verb.) Schule IM Süden;BR Köln;Stadt Köln;Köln;9
113955;Köln, KG Grüngürtelschule;BR Köln;Stadt Köln;Köln;2
113967;Pulheim, GG Christina-Schule;BR Köln;Rhein-Erft-Kreis;Pulheim;2
113979;Pulheim, KG Kopfbuche Pulheim;BR Köln;Rhein-Erft-Kreis;Pulheim;3
113980;Wesseling, GG Johannes-Gutenberg-Schule;BR Köln;Rhein-Erft-Kreis;Wesseling;8
114005;Wesseling, KG Goetheschule;BR Köln;Rhein-Erft-Kreis;Wesseling;7
114017;Wesseling, KG Schillerschule;BR Köln;Rhein-Erft-Kreis;Wesseling;4
114029;Wesseling, KG Brigidaschule;BR Köln;Rhein-Erft-Kreis;Wesseling;4
114030;Wesseling, GG Rheinschule;BR Köln;Rhein-Erft-Kreis;Wesseling;3
114054;Wesseling, GG Albert-Schweitzer-Schule;BR Köln;Rhein-Erft-Kreis;Wesseling;7
114066;Pulheim, EG Dietrich-Bonhoeffer-Schule;BR Köln;Rhein-Erft-Kreis;Pulheim;1
114078;Pulheim, KG am Buschweg;BR Köln;Rhein-Erft-Kreis;Pulheim;4
114080;Pulheim, KG Barbara-Schule;BR Köln;Rhein-Erft-Kreis;Pulheim;1
114091;Pulheim, GG Horion;BR Köln;Rhein-Erft-Kreis;Pulheim;1
114108;Köln, GG Konrad-Adenauer;BR Köln;Stadt Köln;Köln;2
114110;Köln, GG Erich-Ohser-Schule;BR Köln;Stadt Köln;Köln;2
114121;Bergneustadt, GG (Verb.) Sonnenschule;BR Köln;Oberbergischen Kreis;Bergneustadt;6
114145;Bergneustadt, GG Wiedenest;BR Köln;Oberbergischen Kreis;Bergneustadt;3
114169;Bergneustadt, GG Löhstr.;BR Köln;Oberbergischen Kreis;Bergneustadt;4
114182;Gummersbach, GG Hülsenbusch;BR Köln;Oberbergischen Kreis;Gummersbach;1
114194;Gummersbach, GG Astrid-Lindgren;BR Köln;Oberbergischen Kreis;Gummersbach;5
114212;Gummersbach, GG Becke;BR Köln;Oberbergischen Kreis;Gummersbach;3
114224;Gummersbach, GG Niederseßmar;BR Köln;Oberbergischen Kreis;Gummersbach;3
114236;Gummersbach, GG Regenbogenschule;BR Köln;Oberbergischen Kreis;Gummersbach;4
114248;Gummersbach, GG Bernberg;BR Köln;Oberbergischen Kreis;Gummersbach;7
114250;Gummersbach, GG Steinenbrück;BR Köln;Oberbergischen Kreis;Gummersbach;7
114261;Gummersbach, GG Windhagen;BR Köln;Oberbergischen Kreis;Gummersbach;3
114273;Gummersbach, GG Körnerstr.;BR Köln;Oberbergischen Kreis;Gummersbach;4
114297;Nümbrecht, GG Mateh-Yehuda-Straße;BR Köln;Oberbergischen Kreis;Nümbrecht;4
114303;Nümbrecht, GG Grötzenberg;BR Köln;Oberbergischen Kreis;Nümbrecht;1
114315;Nümbrecht, GG Auf dem Höchsten;BR Köln;Oberbergischen Kreis;Nümbrecht;1
114327;Nümbrecht, GG Marienberghausen;BR Köln;Oberbergischen Kreis;Nümbrecht;1
114340;Marienheide, GG Müllenbach;BR Köln;Oberbergischen Kreis;Marienheide;2
114352;Marienheide, GG Heier;BR Köln;Oberbergischen Kreis;Marienheide;4
114420;Reichshof, GG Regenbogen;BR Köln;Oberbergischen Kreis;Reichshof;2
114431;Engelskirchen, GG Schnellenbach;BR Köln;Oberbergischen Kreis;Engelskirchen;1
114443;Engelskirchen, GG Ründeroth;BR Köln;Oberbergischen Kreis;Engelskirchen;4
114455;Waldbröl, GG Wiedenhof;BR Köln;Oberbergischen Kreis;Waldbröl;4
114480;Waldbröl, GG Isengarten;BR Köln;Oberbergischen Kreis;Waldbröl;5
114510;Wiehl, GG (Verb.) Wiehl/Marienhagen;BR Köln;Oberbergischen Kreis;Wiehl;2
114522;Wiehl, GG Bielstein;BR Köln;Oberbergischen Kreis;Wiehl;2
114534;Wiehl, GG Drabenderhöhe;BR Köln;Oberbergischen Kreis;Wiehl;3
114546;Bergisch Gladbach, GG Refrath;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
114558;Bergisch Gladbach, GG Moitzfeld;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
114560;Bergisch Gladbach, EG Bensberg;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;2
114583;Bergisch Gladbach, KG In der Auen;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;1
114595;Kürten, GG Dürscheid;BR Köln;Rheinisch-Bergischen Kreis;Kürten;1
114601;Bergisch Gladbach, KG Frankenforst;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
114613;Bergisch Gladbach, KG Bensberg;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
114625;Bergisch Gladbach, GG Herkenrath;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;1
114637;Overath, GG Immekeppel;BR Köln;Rheinisch-Bergischen Kreis;Overath;2
114649;Bergisch Gladbach, GG An der Steinbreche;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;1
114650;Bergisch Gladbach, GG Heidkamp;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
114662;Bergisch Gladbach, GG Hand;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
114674;Bergisch Gladbach, GG Gronau;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;7
114704;Bergisch Gladbach, GG An der Strunde;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;5
114716;Bergisch Gladbach, GG Hebborn;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;3
114728;Bergisch Gladbach, GG Katterbach;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;4
114730;Bergisch Gladbach, KG Hand;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;5
114753;Bergisch Gladbach, KG Sand;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;2
114765;Köln, GG Adolph-Kolping-Straße;BR Köln;Stadt Köln;Köln;4
114777;Köln, GG Friedrich-List-Schule;BR Köln;Stadt Köln;Köln;9
114789;Köln, GG Hauptstr.;BR Köln;Stadt Köln;Köln;9
114790;Köln, GG Heideschule;BR Köln;Stadt Köln;Köln;7
114807;Köln, GG Peter Petersen Friedensstr.;BR Köln;Stadt Köln;Köln;4
114819;Köln, GG Don-Bosco-Schule;BR Köln;Stadt Köln;Köln;6
114820;Köln, GG Hohe Str.;BR Köln;Stadt Köln;Köln;5
114832;Köln, GG Unter Birken;BR Köln;Stadt Köln;Köln;4
114844;Köln, KG Hinter der Kirche;BR Köln;Stadt Köln;Köln;3
114856;Köln, GG Schmittgasse;BR Köln;Stadt Köln;Köln;3
114868;Köln, KG Kupfergasse;BR Köln;Stadt Köln;Köln;7
114870;Köln, GG Konrad-Adenauer-Str.;BR Köln;Stadt Köln;Köln;9
114881;Köln, GG Forststraße;BR Köln;Stadt Köln;Köln;4
114893;Wipperfürth, KG (Verb.) St. Antonius;BR Köln;Oberbergischen Kreis;Wipperfürth;4
114900;Wipperfürth, GG (Verb.) Nikolausschule;BR Köln;Oberbergischen Kreis;Wipperfürth;2
114935;Wipperfürth, GG (Verb.) Wipper- Agathabe;BR Köln;Oberbergischen Kreis;Wipperfürth;3
114960;Lindlar, GG Ost;BR Köln;Oberbergischen Kreis;Lindlar;3
114972;Lindlar, GG Kapellensüng;BR Köln;Oberbergischen Kreis;Lindlar;1
114984;Lindlar, GG Frielingsdorf;BR Köln;Oberbergischen Kreis;Lindlar;3
114996;Odenthal, KG (Verb.) Odenthal;BR Köln;Rheinisch-Bergischen Kreis;Odenthal;2
115010;Odenthal, KG Burg Berge;BR Köln;Rheinisch-Bergischen Kreis;Odenthal;2
115022;Odenthal, KG Voiswinkel;BR Köln;Rheinisch-Bergischen Kreis;Odenthal;2
115034;Bergisch Gladbach, GG Concordia;BR Köln;Rheinisch-Bergischen Kreis;Bergisch Gladbach;2
115046;Odenthal, KG Eikamp;BR Köln;Rheinisch-Bergischen Kreis;Odenthal;1
115058;Overath, GG Heiligenhaus;BR Köln;Rheinisch-Bergischen Kreis;Overath;3
115060;Overath, GG Burgholzweg;BR Köln;Rheinisch-Bergischen Kreis;Overath;3
115071;Overath, GG Marialinden;BR Köln;Rheinisch-Bergischen Kreis;Overath;2
115083;Overath, GG Sülztal;BR Köln;Rheinisch-Bergischen Kreis;Overath;3
115095;Rösrath, GG Forsbach;BR Köln;Rheinisch-Bergischen Kreis;Rösrath;2
115101;Rösrath, KG Sandweg;BR Köln;Rheinisch-Bergischen Kreis;Rösrath;3
115113;Rösrath, GG Sandweg;BR Köln;Rheinisch-Bergischen Kreis;Rösrath;4
115125;Rösrath, GG Hoffnungsthal;BR Köln;Rheinisch-Bergischen Kreis;Rösrath;2
115149;Engelskirchen, GG Bergische Str.;BR Köln;Oberbergischen Kreis;Engelskirchen;3
115150;Engelskirchen, KG Loope;BR Köln;Oberbergischen Kreis;Engelskirchen;3
115162;Lindlar, GG Schmitzhöhe;BR Köln;Oberbergischen Kreis;Lindlar;1
115174;Kürten, KG Bechen;BR Köln;Rheinisch-Bergischen Kreis;Kürten;2
115186;Kürten, GG Biesfeld;BR Köln;Rheinisch-Bergischen Kreis;Kürten;2
115198;Kürten, GG (Verb.) Kürten-Olpe;BR Köln;Rheinisch-Bergischen Kreis;Kürten;2
115228;Alfter, GG Witterschlick;BR Köln;Rhein-Sieg-Kreis;Alfter;3
115230;Alfter, GG Oedekoven;BR Köln;Rhein-Sieg-Kreis;Alfter;4
115241;Alfter, KG Anna - Schule;BR Köln;Rhein-Sieg-Kreis;Alfter;3
115253;Sankt Augustin, KG Meindorf;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;2
115277;Sankt Augustin, GG Max & Moritz Schule;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;4
115290;Sankt Augustin, KG Sankt Martin;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;6
115307;Sankt Augustin, KG Buisdorf;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;2
115319;Sankt Augustin, GG Hans-Christ.-Andersen;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;4
115320;Sankt Augustin, EG Hangelar;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;1
115332;Sankt Augustin, KG Hangelar;BR Köln;Rhein-Sieg-Kreis;Sankt Augustin;2
115344;Bornheim, GG Nikolaus-Schule;BR Köln;Rhein-Sieg-Kreis;Bornheim;3
115356;Bornheim, GG Herseler-Werth;BR Köln;Rhein-Sieg-Kreis;Bornheim;2
115368;Bornheim, GG Markus;BR Köln;Rhein-Sieg-Kreis;Bornheim;2
115381;Bornheim, GG Wendelinus-Schule;BR Köln;Rhein-Sieg-Kreis;Bornheim;1
115393;Bornheim, KG Thomas-von-Quentel-Schule;BR Köln;Rhein-Sieg-Kreis;Bornheim;3
115400;Bornheim, GG Merten;BR Köln;Rhein-Sieg-Kreis;Bornheim;3
115423;Bornheim, KG Johann-Wallraf;BR Köln;Rhein-Sieg-Kreis;Bornheim;4
115435;Bornheim, KG Sebastian-Schule;BR Köln;Rhein-Sieg-Kreis;Bornheim;4
115484;Eitorf, GG (Verb.) MosaikSchule;BR Köln;Rhein-Sieg-Kreis;Eitorf;4
115496;Eitorf, GG (Verb.) Alzenbach-Mühleip;BR Köln;Rhein-Sieg-Kreis;Eitorf;3
115514;Hennef, GG Am Steimel;BR Köln;Rhein-Sieg-Kreis;Hennef (Sieg);2
115538;Hennef, GG Gartenstr.;BR Köln;Rhein-Sieg-Kreis;Hennef (Sieg);5
115540;Hennef, GG Kastanienschule;BR Köln;Rhein-Sieg-Kreis;Hennef (Sieg);1
115551;Hennef, GG Hanftal;BR Köln;Rhein-Sieg-Kreis;Hennef (Sieg);3
115563;Hennef, GG Regenbogenschule;BR Köln;Rhein-Sieg-Kreis;Hennef (Sieg);2
115575;Hennef, KG Wehrstr.;BR Köln;Rhein-Sieg-Kreis;Hennef (Sieg);2
115587;Bad Honnef, GG (Verb.) Löwenburgschule;BR Köln;Rhein-Sieg-Kreis;Bad Honnef;2
115605;Bad Honnef, GG Montessori-Bad Honnef;BR Köln;Rhein-Sieg-Kreis;Bad Honnef;4
115617;Bad Honnef, KG St. Martinus;BR Köln;Rhein-Sieg-Kreis;Bad Honnef;4
115629;Königswinter, KG Sonnenhügel;BR Köln;Rhein-Sieg-Kreis;Königswinter;2
115630;Königswinter, GG Oberdollendorf;BR Köln;Rhein-Sieg-Kreis;Königswinter;2
115642;Königswinter, GG Stenzelberg;BR Köln;Rhein-Sieg-Kreis;Königswinter;2
115654;Königswinter, GG Stieldorf;BR Köln;Rhein-Sieg-Kreis;Königswinter;3
115666;Königswinter, GG Johann-Lemmerz-Schule;BR Köln;Rhein-Sieg-Kreis;Königswinter;8
115678;Königswinter, KG Ittenbach;BR Köln;Rhein-Sieg-Kreis;Königswinter;1
115680;Lohmar, GG Wahlscheid;BR Köln;Rhein-Sieg-Kreis;Lohmar;2
115691;Lohmar, GG Wald;BR Köln;Rhein-Sieg-Kreis;Lohmar;4
115708;Lohmar, GG Donrath;BR Köln;Rhein-Sieg-Kreis;Lohmar;3
115710;Meckenheim, EG Kölnstr.;BR Köln;Rhein-Sieg-Kreis;Meckenheim;3
115733;Meckenheim, KG Merl;BR Köln;Rhein-Sieg-Kreis;Meckenheim;1
115745;Meckenheim, KG (Verb.) Kirchplatz;BR Köln;Rhein-Sieg-Kreis;Meckenheim;4
115757;Much, GG Klosterstr.;BR Köln;Rhein-Sieg-Kreis;Much;2
115769;Much, GG Janusz-Korczak;BR Köln;Rhein-Sieg-Kreis;Much;2
115794;Niederkassel, KG Rheidter-Werth-Schule;BR Köln;Rhein-Sieg-Kreis;Niederkassel;3
115800;Niederkassel, GG Annostr.;BR Köln;Rhein-Sieg-Kreis;Niederkassel;3
115812;Niederkassel, KG Mondorf;BR Köln;Rhein-Sieg-Kreis;Niederkassel;2
115824;Niederkassel, KG Lülsdorf;BR Köln;Rhein-Sieg-Kreis;Niederkassel;3
115836;Niederkassel, GG Drei-Linden-Schule;BR Köln;Rhein-Sieg-Kreis;Niederkassel;4
115848;Rheinbach, GG Sürster Weg;BR Köln;Rhein-Sieg-Kreis;Rheinbach;4
115850;Rheinbach, KG St. Martin-Schule;BR Köln;Rhein-Sieg-Kreis;Rheinbach;2
115897;Rheinbach, KG Flerzheim;BR Köln;Rhein-Sieg-Kreis;Rheinbach;1
115903;Rheinbach, KG Merzbach;BR Köln;Rhein-Sieg-Kreis;Rheinbach;1
115915;Rheinbach, KG an der Tomburg;BR Köln;Rhein-Sieg-Kreis;Rheinbach;2
115939;Ruppichteroth, GG (Verb.) Winterscheid;BR Köln;Rhein-Sieg-Kreis;Ruppichteroth;2
115940;Ruppichteroth, GG Schulstr.;BR Köln;Rhein-Sieg-Kreis;Ruppichteroth;4
115952;Siegburg, GG (Verb.) Nord;BR Köln;Rhein-Sieg-Kreis;Siegburg;4
115964;Siegburg, GG Wolsdorf;BR Köln;Rhein-Sieg-Kreis;Siegburg;1
115988;Siegburg, GG Stallberg;BR Köln;Rhein-Sieg-Kreis;Siegburg;5
115990;Swisttal, GG am Zehnthof;BR Köln;Rhein-Sieg-Kreis;Swisttal;3
116002;Swisttal, GG Swistbachschule;BR Köln;Rhein-Sieg-Kreis;Swisttal;3
116014;Swisttal, GG am Burgweiher;BR Köln;Rhein-Sieg-Kreis;Swisttal;1
116026;Troisdorf, GG Roncalli-Schule;BR Köln;Rhein-Sieg-Kreis;Troisdorf;7
116038;Troisdorf, GG Heerstr.;BR Köln;Rhein-Sieg-Kreis;Troisdorf;5
116040;Troisdorf, KG Schloßstraße;BR Köln;Rhein-Sieg-Kreis;Troisdorf;5
116051;Troisdorf, EG Matthias-Langen-Straße;BR Köln;Rhein-Sieg-Kreis;Troisdorf;6
116075;Troisdorf, KG Blücherstr.;BR Köln;Rhein-Sieg-Kreis;Troisdorf;5
116087;Troisdorf, KG Muellekoven;BR Köln;Rhein-Sieg-Kreis;Troisdorf;2
116099;Troisdorf, GG Eschmar;BR Köln;Rhein-Sieg-Kreis;Troisdorf;2
116105;Troisdorf, GG Asselbachschule;BR Köln;Rhein-Sieg-Kreis;Troisdorf;3
116117;Troisdorf, GG Janosch;BR Köln;Rhein-Sieg-Kreis;Troisdorf;5
116129;Troisdorf, GG Sieglar;BR Köln;Rhein-Sieg-Kreis;Troisdorf;6
116166;Windeck, GG Sonnenbergschule;BR Köln;Rhein-Sieg-Kreis;Windeck;2
116180;Aachen, GG Driescher Hof;BR Köln;Städteregion Aachen;Aachen;8
116208;Aachen, GG Am Haarbach;BR Köln;Städteregion Aachen;Aachen;5
116221;Aachen, GG Brühlstr.;BR Köln;Städteregion Aachen;Aachen;6
116233;Aachen, GG Vaalserquartier;BR Köln;Städteregion Aachen;Aachen;5
